job_name,company_add,month,salary_min,salary_max,record,company_name,company_type,scope,tag,welfare
微软人工智能MSAI组热招资深软件工程师,北京,4,45000,65000,硕士,微软中国,计算机软件,10000人以上,Python，数据结构，IT服务，人工智能，英文听说读写,员工旅游，带薪年假，零食下午茶，餐补，按摩推拿，健身房，股票期权，定期体检，免费班车，补充医疗保险，节日福利，洗衣房，年终奖，不打卡，五险一金
AI算法/人脸识别方向深度学习,广州,12,20000,40000,本科,网龙,移动互联网,1000-9999人,深度学习算法，算法设计，人脸识别，AI算法,带薪年假，免费班车，节日福利，年终奖，零食下午茶，五险一金，定期体检，加班补助
嵌入式软件开发（人工智能/人脸识别/视觉）,上海,1,15000,25000,本科,格灵深瞳,计算机软件,100-499人,多线程，网络协议，网络编程，嵌入式技术，音视频编解码，Linux，QT，OpenCV,年终奖，零食下午茶，股票期权，定期体检，补充医疗保险，餐补，带薪年假，五险一金，交通补助，免费班车
AI 人工智能训练师 主管,上海,3,14000,20000,本科,艾格拉,企业服务,1000-9999人,自然语言处理，人工智能，数据标注，店小蜜,定期体检，带薪年假，节日福利，交通补助，餐补，员工旅游，零食下午茶，五险一金，加班补助
人工智能中台-高级后端工程师,武汉,2,15000,30000,本科,云粒智慧,移动互联网,500-999人,Python，服务器配置，Spring，团队管理,股票期权，节日福利，五险一金，带薪年假，年终奖，补充医疗保险，定期体检，零食下午茶，商业保险
资深java开发工程师(人工智能-图像),北京,11,25000,40000,本科,网易,移动互联网,10000人以上,Java,全勤奖，五险一金，补充医疗保险，带薪年假，包吃，节日福利，年终奖，免费班车，定期体检
大数据平台AI(人工智能)研发工程师,广州,12,12000,24000,本科,联通(广东)产业互联网,移动互联网,1000-9999人,Java,餐补，年终奖，免费班车，交通补助，节日福利，补充医疗保险，零食下午茶，定期体检，住房补贴，包吃，七险二金，带薪年假，通讯补贴
人工智能产品经理(NLP处理平台/对话式AI),北京,4,20000,40000,本科,明略科技,互联网,1000-9999人,产品设计，TO B，需求分析，产品规划，数据分析，人工智能产品，对话产品，用户研究,年终奖，加班补助，定期体检，补充医疗保险，五险一金，带薪年假，零食下午茶，交通补助
人工智能老师,南昌,3,6000,10000,本科,江西新华,院校,10000人以上,人工智能，Python，爬虫，Python人工智能数据分析,补充医疗保险，包吃，带薪年假，员工旅游，节日福利，加班补助，定期体检，年终奖，五险一金，寒假
人工智能培训师,成都,1,10000,13000,本科,四川新华电脑学院,在线教育,10000人以上,深度学习算法，自然语言处理,员工旅游，寒假20-30天，五险一金，提供住宿，定期体检，包吃，年终奖，餐补
AI平台开发工程师,深圳,3,14000,25000,本科,华为,计算机软件,10000人以上,Python，人工智能，软件工程师，云计算，计算机软件，java，C++，算法,年终奖，节日福利，免费班车，宵夜，带薪年假，零食下午茶，加班补助，员工旅游，交通补助，补充医疗保险，股票期权，定期体检，五险一金
Java开发工程师,贵阳,4,10000,15000,本科,百讯智汇科技公司,互联网,10000人以上,人工智能，大数据,五险一金，加班补助
AI平台与组件研发工程师,成都,12,12000,24000,本科,建信金科,银行,1000-9999人,Python，Java，Go，Spring，VUE,五险一金，工会福利，餐补，员工关怀，带薪年假，补充医疗保险，年终奖，零食下午茶，定期体检，节日福利
AI平台开发工程师,北京,3,20000,35000,本科,三一重工,企业服务,10000人以上,分布式技术，多线程，容器技术，Redis，云计算，人工智能，Java，Go,提供食宿，年终奖，专利奖金，五险一金，通讯补贴，节日福利，餐补，免费班车，定期体检，带薪年假，股票期权，包吃，员工旅游
Java技术专家/高级技术专家-人工智能,北京,12,40000,70000,本科,阿里云,数据服务,10000人以上,Java,无
AI产品研发工程师,上海,12,15000,25000,本科,星环科技,互联网,1000-9999人,Java，GO,零食下午茶，股票期权，定期体检，交通补助，补充医疗保险，节日福利，五险一金，年终奖，通讯补贴，员工旅游，带薪年假
大数据开发工程师（AI部门）,广州,4,10000,15000,本科,公瑾科技,互联网,1000-9999人,Elastic，Kinaba,年终奖，带薪培训，员工旅游，定期团建，各项奖金，提供工作手机，节日福利，五险一金，股票期权，补充医疗保险，零食下午茶，带薪年假
高级Java开发工程师（AI平台）,北京,2,30000,60000,本科,松果出行,移动互联网,1000-9999人,分布式技术，数据结构,带薪年假，零食下午茶，年终奖，五险一金，定期体检，交通补助，节日福利，股票期权，包吃，补充医疗保险，员工旅游
AI软件开发工程师-Java,深圳,11,15000,30000,本科,华为技术有限公司,计算机软件,10000人以上,Java,员工旅游，交通补助，零食下午茶，补充医疗保险，加班补助，年终奖，带薪年假，五险一金，节日福利，餐补，离职补偿，定期体检，免费班车
Java技术专家/高级专家-人工智能部,杭州,1,35000,65000,本科,某500强上市公司,互联网,10000人以上,Python，内容、电商、新闻，短视频,员工旅游，股票期权，带薪年假，年终奖，交通补助，定期体检，餐补，节日福利，补充医疗保险，加班补助，五险一金，免费班车
人工智能实验室-Java高级开发工程师/专家,杭州,9,15000,25000,本科,阿里巴巴集团,互联网,10000人以上,Java，SQL，Spring，Hadoop，分布式技术，MySQL，Linux,员工旅游，补充医疗保险，定期体检，交通补助，餐补，带薪年假，股票期权，年终奖，加班补助，节日福利，五险一金，免费班车
JAVA（华为5G核心业务/AI使能/数据中台),西安,4,11000,22000,本科,易宝软件,计算机软件,1000-9999人,Java，微服务架构，Linux，5G，bpmn，tosca，groovy,加班补助，免费班车，带薪年假，五险一金，零食下午茶，年终奖，交通补助，节日福利，补充医疗保险，员工旅游，餐补，定期体检
AI图像,北京,12,20000,40000,本科,百度,互联网,10000人以上,产品经理,年终奖，五险一金，团队氛围好，节日福利，员工旅游，免费班车，老板Nice，带薪年假，交通补助，餐补，住房补贴，定期体检，通讯补贴，补充医疗保险，零食下午茶
Java/Python/大数据开发（华为OD人工智能）,南京,4,14000,28000,本科,北京外企德科人力...,人力资源服务,10000人以上,Java，Python,五险一金，加班补助，零食下午茶，节日福利，带薪年假，年终奖，定期体检，免费班车
人工智能开发,上海,3,30000,60000,本科,中国银联,互联网金融,10000人以上,人工智能，机器学习，区块链，后台开发,定期体检，员工旅游，通讯补贴，节日福利，零食下午茶，补充医疗保险，年终奖，带薪年假
资深/高级java开发（人工智能服务端方向）,杭州,4,20000,35000,本科,网易,移动互联网,10000人以上,服务端，ai,年终奖，五险一金，免费班车，带薪年假，补充医疗保险，全勤奖，节日福利，定期体检，包吃
人工智能讲师,太原,11,5000,8000,本科,中公教育,在线教育,10000人以上,人工智能，Python,年终奖，定期体检，定期团建，五险一金，餐补，交通补助，节日福利，通讯补贴，带薪年假，加班补助
AI 开发工程师,北京,2,20000,40000,本科,CloudBU,互联网,10000人以上,Spring，大数据，云计算，机器学习，python，java，hadoop,零食下午茶，加班补助，带薪年假，定期体检，节日福利，餐补，补充医疗保险，五险一金，年终奖，免费班车
资深Java开发工程师（AI方向）,北京,10,30000,45000,本科,新东方,在线教育,10000人以上,Java,定期体检，员工旅游，年终奖，餐补，带薪年假，节日福利，五险一金
人工智能,杭州,9,30000,50000,本科,蚂蚁集团,互联网,10000人以上,深度学习算法，视觉图像算法，自然语言处理,无
资深java后端开发工程师(009268),深圳,3,30000,60000,本科,vivo,移动互联网,10000人以上,分布式技术，多线程，负载均衡技术，搜索引擎技术，消息队列，网络编程，Spring，Dubbo,零食下午茶，年终奖，员工旅游，节日福利，五险一金，住房补贴，交通补助，免费班车，通讯补贴，定期体检，餐补，股票期权，带薪年假
技术专家,北京,11,40000,60000,本科,阿里云,互联网,10000人以上,Java，分布式技术，SSM，后端开发，深度学习算法，大数据,股票期权，定期体检，带薪年假，免费班车，年终奖，补充医疗保险，员工旅游，餐补，五险一金
Java开发工程师,北京,4,15000,30000,本科,智慧互通,电子/半导体/集成电路,1000-9999人,Spring，多线程，SpringBoot，SpringCloud，MySQL，后端开发，中级软件工程师，人工智能,带薪年假，五险一金，餐补，年终奖，股票期权，交通补助，节日福利，补充医疗保险
高级java开发工程师,青岛,4,15000,25000,本科,深圳云天励飞,移动互联网,1000-9999人,微服务，分布式，人工智能，智慧城市,带薪年假，年终奖，包吃，住房补贴，餐补，加班补助，交通补助，通讯补贴，零食下午茶，股票期权，员工旅游，全勤奖，五险一金，节日福利，定期体检，补充医疗保险
开发工程师,南京,2,10000,15000,本科,万得,数据服务,1000-9999人,Python，计算机软件，大数据，人工智能，分布式技术，Spring，Redis,节日福利，带薪年假，餐补，补充医疗保险，五险一金，交通补助，定期体检，年终奖，股票期权，零食下午茶
Java高级开发工程师,深圳,3,20000,40000,本科,中信银行信用卡中心,互联网金融,10000人以上,Python，容器技术，Linux，人工智能，银行，后端开发，SpringCloud，Golang,年终奖，五险一金，定期体检，节日福利，补充医疗保险，防暑降温补助，带薪年假，餐补，通讯补贴，洗衣卡理发卡，员工旅游，人才培养计划
推荐引擎工程师,北京,3,25000,50000,本科,BOSS直聘,人力资源服务,1000-9999人,Java，系统架构，后端开发,年终奖，节日福利，交通补助，补充医疗保险，带薪年假，员工旅游，住房补贴，五险一金，加班补助，餐补，股票期权，定期体检
Java,南京,1,12000,24000,本科,软通动力,计算机软件,10000人以上,Linux，Oracle，Java,五险一金，零食下午茶，定期体检，节日福利，团建活动，带薪年假，加班补助
AI平台后端研发工程师,深圳,4,12000,24000,本科,CreditX,互联网,100-499人,多线程，MVC开发，Oracle，后端开发，分布式技术，微服务架构，消息队列，SSM,五险一金，零食下午茶，年终奖，补充医疗保险，节日福利，带薪年假，员工旅游，定期体检，股票期权
AI开放平台——JAVA高级研发工程师,北京,9,20000,40000,本科,百度,互联网,10000人以上,Java，Spring，SpringMVC，MySQL，Redis,零食下午茶，节日福利，五险一金，团队氛围好，通讯补贴，住房补贴，补充医疗保险，员工旅游，交通补助，免费班车，定期体检，年终奖，老板Nice，餐补，带薪年假
AI 训练师 TL,上海,11,10000,14000,本科,艾格拉,企业服务,1000-9999人,人工智能，机器人,零食下午茶，交通补助，节日福利，五险一金，餐补，加班补助，带薪年假，员工旅游，定期体检
人工智能咨询师,北京,9,20000,35000,本科,建信金科,银行,1000-9999人,人工智能,五险一金，工会福利，员工关怀，带薪年假，零食下午茶，定期体检，节日福利，补充医疗保险，年终奖，餐补
人工智能后端开发工程师 C/C++,北京,2,20000,40000,本科,云粒智慧,移动互联网,500-999人,Python，Shell，容器技术，人工智能,定期体检，补充医疗保险，五险一金，带薪年假，股票期权，年终奖，节日福利，零食下午茶，商业保险
人工智能讲师,济南,11,10000,15000,本科,慧科集团,在线教育,1000-9999人,深度学习算法，自然语言处理，视觉图像算法，推荐算法，语音算法，Python，Java，TensorFlow,股票期权，五险一金，节日福利，带薪年假，定期体检，年终奖，员工旅游
AI平台开发工程师,北京,12,15000,25000,本科,CloudBU,互联网,10000人以上,Python，Java，AI，云计算，北京，杭州，西安，深圳,免费班车，五险一金，节日福利，零食下午茶，加班补助，年终奖，补充医疗保险，定期体检，餐补，带薪年假
AI平台软件开发工程师,西安,2,15000,30000,本科,华为,计算机软件,10000人以上,Python，Shell，分布式技术，微服务架构，软件工程师，大数据，人工智能，后端开发,股票期权，交通补助，免费班车，员工旅游，节日福利，年终奖，带薪年假，零食下午茶，定期体检，加班补助，宵夜，补充医疗保险，五险一金
高级架构师（珠海岗位）-人工智能事业部,深圳,4,18000,26000,本科,远光软件,计算机软件,1000-9999人,分布式技术，微服务架构，高并发，多线程，Java，SpringBoot，SHH，Weblogic,年终奖，意外险，职业双通道，定期体检，通讯补贴，节日福利，带薪年假，五险一金，员工旅游，餐补
高级软件工程师、架构师、AI算法/CV工程师,深圳,3,30000,60000,本科,华为技术有限公司,计算机软件,10000人以上,分布式技术，微服务架构，容器技术，架构师，软件工程师，高级软件工程师，云计算，人工智能,免费班车，交通补助，定期体检，离职补偿，餐补，五险一金，年终奖，节日福利，带薪年假，员工旅游，零食下午茶，加班补助，补充医疗保险
人工智能专家,上海,10,30000,60000,本科,蚂蚁金服,互联网,10000人以上,机器学习，算法，人工智能,带薪年假，年终奖，餐补，员工旅游，股票期权，包吃，定期体检，节日福利，补充医疗保险，免费班车，五险一金
高级Java架构师,杭州,4,26000,50000,本科,涂鸦智能,互联网,1000-9999人,分布式技术，负载均衡技术，架构师，网络协议，多线程，消息队列，微服务架构，Dubbo,年终奖，带薪年假，交通补助，每年outing，每月团建费，加班补助，通讯补贴，节日福利，五险一金，股票期权，员工旅游，定期体检
Java开发工程师-数字银行,深圳,1,20000,30000,本科,Shopee,电子商务,1000-9999人,Java，分布式技术，搜索引擎技术，Spring，SSM，MySQL，Redis，银行,定期体检，零食下午茶，补充医疗保险，五险一金，带薪年假
Java,杭州,5,25000,50000,本科,阿里集团,移动互联网,10000人以上,Java，Spring，MySQL，分布式技术，多线程，MVC开发，消息队列，后端开发,零食下午茶，通讯补贴，加班补助，定期体检，餐补，补充医疗保险，五险一金，交通补助
企业智能事业部-技术专家/高级Java工程师,杭州,4,20000,21000,本科,阿里巴巴集团,互联网,10000人以上,Java，MVC开发，SpringMVC，Spring，微服务架构，后端开发，架构师,节日福利，免费班车，年终奖，餐补，定期体检，加班补助，补充医疗保险，股票期权，交通补助，五险一金，带薪年假，员工旅游
数据平台Java后端,杭州,4,17000,22000,大专,上海微创软件,计算机软件,1000-9999人,多线程，SpringBoot，Mybatis，大数据，Linux,节日福利，零食下午茶，健康管理，带薪年假，定期体检，免费班车，五险一金，年终奖，补充医疗保险，员工旅游
人工智能训练工程师,厦门,5,5000,8000,本科,捷通华声,互联网,100-499人,文员,交通补助，股票期权，年终奖，零食下午茶，项目奖金，餐补，节日福利，通讯补贴，带薪年假，全勤奖，五险一金
Java中/高级研发工程师,北京,10,20000,40000,本科,云从科技,计算机软件,1000-9999人,Java，分布式技术，容器技术，消息队列，架构师，人工智能，Spring,零食下午茶，餐补，五险一金，带薪年假，节日福利，年终奖，免费班车
Java,深圳,2,30000,60000,本科,腾讯,互联网,10000人以上,NoSQL，云计算，SpringCloud，es，Spring，大数据，架构优化，性能优化,餐补，免费班车，通讯补贴，住房补贴，零食下午茶，年终奖，节日福利，股票期权，带薪年假，员工旅游，交通补助，补充医疗保险，五险一金，定期体检
微软Office365软件开发工程师,南京,3,30000,60000,本科,微软中国,计算机软件,10000人以上,Python，全栈开发，大数据，高可用，分布式系统，Java，C，C++,餐补，带薪年假，不打卡，股票期权，员工旅游，健身房，年终奖，洗衣房，按摩推拿，五险一金，免费班车，补充医疗保险，零食下午茶，定期体检，节日福利
JAVA开发,西安,3,12000,24000,本科,软通动力信息技术集团,计算机软件,10000人以上,Java，SQL，MySQL，Oracle,节日福利，加班补助，餐补，带薪年假，定期体检，交通补助，零食下午茶，员工旅游，年终奖，五险一金
Java开发工程师/专家（AI平台）,北京,4,30000,60000,硕士,松果出行,移动互联网,1000-9999人,分布式技术，数据结构,定期体检，员工旅游，补充医疗保险，股票期权，五险一金，年终奖，带薪年假，零食下午茶，包吃，交通补助，节日福利
AiLPHA大数据实验室-JAVA高级开发工程师,杭州,3,15000,25000,本科,安恒信息,信息安全,1000-9999人,SpringBoot，大数据，MyBaits，ES，安全，ELK,餐补，补充医疗保险，交通补助，员工旅游，通讯补贴，零食下午茶，带薪年假，节日福利，五险一金，定期体检，年终奖
人工智能老师,成都,10,15000,25000,本科,智畅科技,在线教育,500-999人,物联网，人工智能,零食下午茶，带薪年假，五险一金
人工智能研究员（开发方向）,珠海,1,30000,35000,博士,远光软件,计算机软件,1000-9999人,人工智能，机器人，视觉图像算法，自然语言处理,职业双通道，带薪年假，餐补，定期体检，节日福利，员工旅游，通讯补贴，意外险，年终奖，五险一金
AI技术支持工程师,廊坊,11,18000,35000,本科,软通动力,计算机软件,10000人以上,人工智能，视觉分析，机器学习，强化学习，方案设计，数据探索，构建模型，大数据,定期体检，节日福利，带薪年假，加班补助，团建活动，零食下午茶，五险一金
AI平台开发工程师,上海,4,13000,24000,本科,CreditX,互联网,100-499人,多线程，MVC开发，Oracle，后端开发，Redis，MySQL，SpringBoot，SpringCloud,五险一金，定期体检，股票期权，年终奖，员工旅游，零食下午茶，节日福利，带薪年假，补充医疗保险
AI智能分析师,武汉,11,15000,30000,本科,兴图新科,互联网,500-999人,人工智能,交通补助，通讯补贴，零食下午茶，节日福利，五险一金，餐补，定期体检，全勤奖，年终奖，加班补助
AI工程架构师,上海,3,40000,70000,本科,百胜中国,餐饮,10000人以上,Python，分布式技术，微服务架构，架构师，计算机软件，大数据，人工智能,无
AI平台研发工程师,杭州,5,25000,50000,硕士,蚂蚁金服,互联网,10000人以上,架构师，SpringBoot，算法基础，java，python，机器学习，人工智能，MLOPS,股票期权，包吃，定期体检，节日福利，补充医疗保险，餐补，免费班车，员工旅游，年终奖，带薪年假，五险一金
人工智能训练师,杭州,4,6000,10000,本科,达西,计算机软件,100-499人,人工智能,节日福利，定期体检，员工旅游，带薪年假，五险一金，零食下午茶，年终奖
AI算法平台研发工程师,上海,12,20000,35000,本科,氪信科技,互联网,100-499人,Java，Python，后端开发，大数据，人工智能,年终奖，补充医疗保险，加班补助，住房补贴，定期体检，五险一金，员工旅游，节日福利，交通补助，带薪年假，餐补，股票期权，零食下午茶
AI服务端开发技术专家,北京,11,20000,40000,本科,快手,社交网络,10000人以上,Java,零食下午茶，餐补，交通补助，五险一金，员工旅游，补充医疗保险，节日福利，全勤奖，股票期权，加班补助，带薪年假，年终奖，定期体检，住房补贴，包吃
AI中心-资深Java研发工程师,杭州,3,15000,30000,本科,大搜车,互联网,1000-9999人,后端开发，人工智能,住房补贴，补充医疗保险，交通补助，年终奖，带薪年假，定期体检，员工旅游，五险一金，节日福利
后台开发岗（AI平台研发）,成都,11,15000,25000,本科,新希望金科,互联网,100-499人,Java,交通补助，定期体检，节日福利，零食下午茶，股票期权，带薪年假，年终奖，餐补，住房补贴，通讯补贴，补充医疗保险，加班补助，五险一金，免费班车
物联网开发工程师 AI搭建师,天津,2,15000,16000,本科,海尔斯海外超市链,贸易/进出口,20-99人,Java，SQL，分布式技术，MySQL，架构师，计算机软件，云计算，物联网,包吃，加班补助，年终奖
Java研发工程师（AI教育项目组）,深圳,1,30000,50000,本科,粤港澳大湾区数字...,学术/科研,100-499人,Java，Python，Shell,包吃，补充医疗保险，超算集群，定期体检，事业单位，五险一金
高级JAVA开发工程师（AI方向）,深圳,5,15000,30000,本科,数联天下,互联网,1000-9999人,Python,股票期权，员工旅游，交通补助，餐补，定期体检，带薪年假，五险一金，节日福利，零食下午茶，年终奖
Java开发工程师（AI-上海）,上海,1,20000,35000,本科,云从科技,计算机软件,1000-9999人,Java，分布shi，springcloud,零食下午茶，年终奖，节日福利，带薪年假，五险一金，免费班车，餐补
JAVA开发工程师（人工智能项目）,北京,4,20000,35000,本科,北京易聊科技有限公司,计算机软件,100-499人,MVC开发，Spring，SpringBoot，Redis，NoSQL，算法基础，SaaS，人工智能,节日福利，员工旅游，年终奖，五险一金，股票期权，交通补助，带薪年假，加班补助，餐补
AI Designer/人工智能设计工程师,上海,2,30000,60000,本科,某大型半导体公司,电子/半导体/集成电路,100-499人,电子半导体，硬件，人工智能，智能硬件,带薪年假，股票期权，年终奖，员工旅游，补充医疗保险，补充公积金，节日福利，零食下午茶，五险一金
AI(人工智能）图像方向研发工程师,北京,3,18000,35000,本科,曙光无限,移动互联网,20-99人,视觉图像算法，深度学习算法，自然语言处理，机器学习算法，Python，Java，SQL，大数据,零食下午茶，节日福利，股票期权，带薪年假，交通补助，员工旅游，五险一金，13薪，餐补，年终奖
人脸识别算法工程师,上海,1,15000,30000,本科,晶晨半导体,互联网,1000-9999人,Python，C++,无
AI销售顾问（人工智能+TOB产品,南京,3,18000,30000,大专,中尔泰,计算机软件,100-499人,销售专员，电话销售，面销，网络销售，大客户销售，渠道销售，地推销售，全职,节日福利，通讯补贴，带薪年假，交通补助，五险一金
Lazada-JAVA开发/专家-Campaign tools-深圳,深圳,5,25000,50000,本科,LAZADA,电子商务,10000人以上,架构师,节日福利，股票期权，交通补助，免费班车，补充医疗保险，定期体检，餐补，员工旅游，带薪年假，年终奖，五险一金
人脸识别算法工程师,北京,11,20000,40000,本科,借贷宝,互联网,1000-9999人,深度学习算法，视觉图像算法，人脸识别，Python，C++，分布式技术，TensorFlow，Caffe,加班补助，交通补助，节日福利，带薪年假，年终奖，补充医疗保险，股票期权，定期体检，五险一金
人工智能（AI）数据 SAAS 平台产品经理,北京,5,15000,30000,本科,龙猫数据,数据服务,20-99人,产品设计，平台产品，SAAS产品，TO B,零食下午茶，全勤奖，餐补，节日福利，年终奖，五险一金，定期体检，股票期权，带薪年假，补充医疗保险，员工旅游
AIoT平台开发工程师/技术专家,深圳,5,40000,70000,本科,旗晟智能科技有限公司,互联网,500-999人,Java,股票期权，补充医疗保险，五险一金，交通补助，餐补，全勤奖，通讯补贴，带薪年假，员工旅游，年终奖，加班补助，定期体检
AI平台-后端研发工程师（Java）,北京,3,16000,30000,学历不限,仙豆智能,互联网,500-999人,Spring，SpringBoot，Redis，MySQL，后端开发，Java,补充医疗保险，加班补助，交通补助，餐补，员工旅游，定期体检，五险一金，零食下午茶，节日福利，带薪年假，年终奖，股票期权，不打卡
资深/高级java开发（人工智能服务端方向）,杭州,4,20000,35000,本科,网易,移动互联网,10000人以上,服务端，ai,年终奖，五险一金，免费班车，带薪年假，补充医疗保险，全勤奖，节日福利，定期体检，包吃
人工智能,深圳,3,16000,24000,本科,易佰网络,电子商务,1000-9999人,深度学习算法，自然语言处理，C++，Java，Python，Hadoop，Spark，大数据,交通补助，部门团建，节日福利，五险一金，专业培训，全勤奖，俱乐部，零食下午茶
人工智能讲师,济南,1,9000,13000,本科,慧科集团,在线教育,1000-9999人,深度学习算法，C#，Java，人工智能，C语言,员工旅游，节日福利，年终奖，带薪年假，股票期权，定期体检，五险一金
人工智能研发专家,南京,10,25000,50000,博士,江苏微云,互联网,500-999人,深度学习算法，视觉图像算法,节日福利，通讯补贴，交通补助，五险一金
人工智能运维组长,杭州,3,15000,25000,大专,天玑科技,数据服务,500-999人,Shell，SQL，容器技术，Linux，Docker，云计算,补充医疗保险，带薪年假，交通补助，餐补，通讯补贴，五险一金，定期体检
人工智能算法工程师,西安,4,14000,20000,硕士,中科星图空间技术...,计算机软件,100-499人,人工智能,餐补，交通补助，定期体检，五险一金，员工旅游，住房补贴，股票期权，节日福利，补充医疗保险，带薪年假
人工智能算法工程师,南京,3,6000,8000,本科,东博智慧能源,新能源,20-99人,人工智能,股票期权，带薪年假，定期体检，年终奖，五险一金
人工智能技术应用,青岛,1,12000,15000,本科,海尔集团,互联网,10000人以上,人工智能，网络协议，分布式技术，嵌入式技术，服务器配置，MySQL,五险一金，家属医疗保险，定期体检，股票期权，带薪年假
人工智能开发工程师,武汉,5,15000,30000,大专,杭州瑞成信息技术,计算机软件,500-999人,深度学习算法，自然语言处理，语音算法，推荐算法，机器学习算法，Python，大数据，数据挖掘,年终奖，餐补，定期体检，餐饮补贴，员工旅游，零食下午茶，五险一金，交通补贴，节日福利，带薪年假，交通补助
人工智能训练师,杭州,3,20000,25000,本科,阿里集团,移动互联网,10000人以上,人工智能，深度学习算法，自然语言处理，推荐算法，数据分析，数据挖掘，机器人,通讯补贴，加班补助，餐补，定期体检，五险一金，补充医疗保险，零食下午茶，交通补助
人工智能教师,福州,10,6000,10000,大专,乐博机器人学校,在线教育,1000-9999人,机器人，教育培训，教师，乐高，教研，学前教育,带薪年假，全勤奖，补充医疗保险，股票期权，年终奖，员工旅游，节日福利，五险一金，住房补贴
中级JAVA工程师,贵阳,3,7000,10000,本科,连屏科技,互联网,100-499人,Spring，MySQL，WEB开发，架构师，GIT，Maven，大数据，IDEA,股票期权，年终奖，带薪年假，节日福利，加班补助，交通补助，五险一金，全勤奖，免费班车
人工智能算法工程师,济南,12,10000,11000,本科,济南圣泉集团,其他行业,1000-9999人,网络运维，AI系统，人工智能算法，网络工程师证,住房补贴，五险一金，带薪年假，定期体检，员工旅游，节日福利，通讯补贴，加班补助，免费班车，年终奖
大数据及人工智能岗,深圳,4,30000,50000,本科,招商轮船,交通/运输,1000-9999人,Python，Java，Spark，Hadoop，Kafka，HIVE，Flink，Druid,节日福利，带薪年假，五险一金，补充医疗保险，全勤奖，包吃，年终奖，定期体检
人工智能教学研究,福州,9,7000,12000,本科,新大陆教育,在线教育,100-499人,人工智能，机器学习,带薪年假，零食下午茶，免费班车，年终奖，补充医疗保险，通讯补贴，五险一金，员工旅游，交通补助，定期体检，节日福利
人工智能课程老师,九江,2,4000,7000,大专,优必选机器人,培训机构,1000-9999人,培训师，一对一授课，教育培训，乐高，教务行政，线下授课，小学教育，全职,加班补助，住房补贴，股票期权，交通补助，年终奖，餐补，生日福利，员工旅游，生育津贴，节日福利，带薪年假，全勤奖，婚嫁津贴，定期体检，通讯补贴，零食下午茶，五险一金
人工智能教师,南京,10,6000,11000,本科,乐博乐博机器人,培训机构,1000-9999人,机器人，人工智能，单片机，Scratch，乐高,餐补，带薪年假，五险一金，员工旅游，股票期权，年终奖，住房补贴，零食下午茶，节日福利
人工智能算法工程师,珠海,9,7000,12000,本科,格力电器,其他行业,10000人以上,机器学习，python，tensorflow,定期体检，住房补贴，公司产品福利，通讯补贴，带薪年假，效益奖，餐补，零食下午茶，节日福利，高温津贴，交通补助，免费班车，工龄工资，年终奖，加班补助，五险一金
人工智能训练师,上海,12,7000,9000,大专,维信金科,互联网金融,1000-9999人,数据分析，人工智能，机器人,带薪年假，节日福利，员工旅游，定期体检，五险一金，年终奖，零食下午茶
人工智能算法工程师,南京,3,15000,20000,本科,tellhowsoft,计算机软件,500-999人,深度学习算法，视觉图像算法，自然语言处理，机器学习算法，SQL，分布式技术，数据挖掘，Spark,节日福利，五险一金，私车补贴，股票期权，餐补，通讯补贴，定期体检，员工旅游，交通补助，带薪年假
人工智能软件开发工程师,上海,5,20000,35000,硕士,Intel,智能硬件,10000人以上,人工智能,交通补助，带薪年假，五险一金，补充医疗保险，节日福利，免费班车，股票期权，年终奖，零食下午茶，定期体检
人工智能学科带头人,郑州,12,10000,15000,本科,打造前程,互联网,500-999人,深度学习算法，Python，Java，Go，TensorFlow，PyTorch，人工智能，语音算法,五险一金，学历补贴，员工旅游，带薪年假，年终奖，零食下午茶，节日福利，全勤奖
人工智能产品经理,北京,1,15000,25000,本科,国双,互联网,1000-9999人,产品设计，人工智能产品，人工智能,无
人工智能研发工程师/讲师,成都,4,15000,25000,本科,华清远见,培训机构,500-999人,深度学习算法，自然语言处理，视觉图像算法，语音算法，C++，TensorFlow，Caffe，PyTorch,通讯补贴，带薪年假，餐补，出差补助，零食下午茶，员工旅游，节日福利，五险一金，年终奖，定期体检，全勤奖
AI专家,上海,10,30000,45000,硕士,嘉银金科,互联网金融,1000-9999人,人工智能，算法专家，人工智能专家，AI专家,定期体检，员工旅游，带薪年假，五险一金，餐补，全勤奖，节日福利，年终奖
人工智能算法工程师,深圳,3,20000,40000,本科,烽火通信,通信/网络设备,10000人以上,深度学习算法，视觉图像算法，人脸识别，Caffe，PyTorch，TensorFlow，人工智能,年终奖，五险一金，带薪年假，定期体检，包吃，补充医疗保险，节日福利，免费班车，股票期权，餐补
人工智能SDK软件开发工程师,成都,4,15000,25000,本科,成都鼎桥,通信/网络设备,1000-9999人,深度学习算法，C++，Python，OpenCV，TensorFlow，Caffe，PyTorch,定期体检，节日福利，加班补助，带薪年假，通讯补贴，交通补助，零食下午茶，员工旅游，年终奖，补充医疗保险，五险一金
AI人工智能讲师,北京,11,15000,30000,大专,北大青鸟航天桥校区,在线教育,100-499人,人工智能，大数据,补充医疗保险，股票期权，带薪年假，通讯补贴，餐补，员工旅游，节日福利
研发工程师（人工智能及机器学习方向）,南京,1,15000,28000,本科,南京聚铭网络,计算机软件,20-99人,Python，Java,年终奖，员工旅游，五险一金，节日福利，股票期权，定期体检，带薪年假
